	gene_length	count	rel_abundance
APJOLJ_05960	1373	714	7.397137334501254e-05
PJPBKL_74225	1949	714	7.10050609828581e-05
APJOLJ_52770	656	712	0.0002103677133829943
PJPBKL_16400	1010	712	0.0001233935705399016
PJPBKL_56990	1349	712	9.224142646933101e-05
PJPBKL_59705	950	711	7.508049815547292e-05
PJPBKL_62475	1973	711	6.238060351744341e-05
PJPBKL_74265	1808	711	0.0001435440128394775
PJPBKL_10075	2069	710	8.084501336074514e-05
PJPBKL_13985	1481	710	9.291936266232143e-05
PJPBKL_64465	1838	710	7.487136893520024e-05
PJPBKL_02035	1091	708	0.00011814077807984302
PJPBKL_37065	995	707	6.662020387457164e-05
PJPBKL_38600	1556	707	8.80669089256933e-05
PJPBKL_00635	1220	706	0.00011835847863848885
PJPBKL_24170	1664	706	7.722592849084288e-05
PJPBKL_52170	695	706	6.888348018525852e-05
PJPBKL_18095	626	705	7.926264564267179e-05
PJPBKL_18395	1832	705	0.00011648359930599265
PJPBKL_28595	911	705	6.255065842249196e-05
PJPBKL_34200	1283	705	7.946246257135496e-05
PJPBKL_51055	1181	705	0.00022221414418829112
PJPBKL_63725	1418	705	7.203396432808286e-05
PJPBKL_77110	2165	705	6.311522698015362e-05
PJPBKL_39230	2198	703	6.19912750389838e-05
PJPBKL_51795	1061	703	6.722570522874578e-05
PJPBKL_63095	1166	703	9.707719716388333e-05
PJPBKL_45805	620	702	7.190168674163233e-05
PJPBKL_05440	1571	701	0.00012016713416969786
PJPBKL_21635	1400	701	0.00014702778452844843
PJPBKL_57550	1253	701	9.389458617004723e-05
PJPBKL_12670	1538	700	8.720726997124988e-05
PJPBKL_12685	1211	700	0.00014964782179343074
PJPBKL_14220	2120	700	6.399780977413542e-05
PJPBKL_32610	1112	700	0.0004272100453797283
PJPBKL_47820	1289	700	8.465612970632502e-05
PJPBKL_53430	1871	700	0.00011612741458687356
PJPBKL_57670	1457	700	7.54269313274848e-05
PJPBKL_72700	1067	700	0.0001249760950919306
PJPBKL_06670	959	699	6.123883969389785e-05
PJPBKL_10225	950	699	6.753164372136288e-05
PJPBKL_25315	1172	699	9.42649358009084e-05
PJPBKL_48405	1088	699	6.769516222957391e-05
PJPBKL_64935	1532	699	6.604115647934466e-05
PJPBKL_66870	1571	699	8.623904187332527e-05
PJPBKL_12530	815	698	6.825386043641535e-05
PJPBKL_54825	833	698	0.00014612266167191381
APJOLJ_07250	467	697	0.00028928028031402096
PJPBKL_32545	1766	697	7.649710696865675e-05
PJPBKL_44500	1451	697	0.0001389213064783044
PJPBKL_13915	1304	696	6.911595187920979e-05
PJPBKL_68475	1352	696	0.0002442844546205291
PJPBKL_06750	1511	695	7.29878774457257e-05
PJPBKL_47040	1424	695	9.459708358869496e-05
PJPBKL_64825	1301	695	8.327937235877062e-05
PJPBKL_20595	1484	694	6.517327974957872e-05
PJPBKL_27760	1787	694	7.299505561863096e-05
PJPBKL_09650	2036	693	6.597180901471288e-05
PJPBKL_37795	1355	693	6.9518422104889e-05
PJPBKL_38050	1538	692	0.00020150928422547483
PJPBKL_46880	1931	692	0.00022353260295778586
PJPBKL_52740	1526	692	6.604679413499989e-05
PJPBKL_68045	1454	692	6.371862891797787e-05
PJPBKL_45135	911	691	7.361404018429326e-05
PJPBKL_50880	764	691	7.661547817837035e-05
PJPBKL_54085	1304	691	7.907459440804216e-05
PJPBKL_72495	1634	691	7.793207673177721e-05
PJPBKL_75455	764	691	7.103421817862152e-05
PJPBKL_39420	1163	690	0.0001149932393288359
PJPBKL_02965	1619	689	8.930893506925849e-05
PJPBKL_27125	875	689	8.350956650429388e-05
PJPBKL_03430	2117	688	9.768918659928826e-05
PJPBKL_06550	1067	688	0.0001707522229453703
PJPBKL_55510	1841	688	6.22209481044539e-05
PJPBKL_10570	2642	687	5.039957287089964e-05
PJPBKL_24710	1682	687	9.921562946910553e-05
PJPBKL_33530	1217	687	7.134940698565894e-05
PJPBKL_00815	1121	686	6.708555933199036e-05
PJPBKL_76260	2033	686	6.540179517301709e-05
PJPBKL_08725	764	684	0.00017352644726491826
PJPBKL_21060	920	684	8.616649207912631e-05
PJPBKL_35695	1760	684	6.475414752601157e-05
PJPBKL_73410	1562	684	6.812307558068478e-05
PJPBKL_01285	1412	683	0.00014673913024577866
PJPBKL_17800	1283	683	6.692370897169249e-05
PJPBKL_19625	1499	683	7.202056008166404e-05
PJPBKL_58985	1409	683	8.652519454285116e-05
PJPBKL_28150	1238	682	0.00014701033921206544
PJPBKL_03595	1277	681	7.285397832661395e-05
PJPBKL_32665	890	681	0.0001713908599350859
PJPBKL_72215	950	681	0.00014587651136185634
PJPBKL_43435	848	680	6.011222846642005e-05
PJPBKL_44155	869	679	6.981158417511968e-05
PJPBKL_45575	548	679	5.093131222066752e-05
PJPBKL_01710	1349	678	6.954026543793802e-05
PJPBKL_16530	1193	678	0.000110151948098373
PJPBKL_54200	1847	678	6.233363902264154e-05
PJPBKL_62990	935	678	7.794336765035727e-05
PJPBKL_14540	1172	677	0.00011196028339862277
PJPBKL_43410	1586	677	7.173611456973977e-05
PJPBKL_45800	1334	677	6.596338825381223e-05
PJPBKL_53675	1877	677	0.00013227805157151612
PJPBKL_63820	728	677	6.868964292398177e-05
PJPBKL_68590	872	677	0.00013514190184546132
PJPBKL_03345	1928	676	0.0001555199887727071
PJPBKL_31180	1112	676	7.303182742313593e-05
PJPBKL_23935	1316	675	8.056276609474425e-05
APJOLJ_30060	989	674	7.309967941209783e-05
PJPBKL_04170	1901	674	7.616253961878095e-05
PJPBKL_33300	1655	674	7.893413071218526e-05
PJPBKL_01190	1475	673	6.0446163769236674e-05
PJPBKL_31455	1823	673	7.15535734451418e-05
PJPBKL_39135	1787	673	0.00017137026430525542
PJPBKL_44400	938	673	9.381147114134916e-05
PJPBKL_50300	1061	673	7.106195471190791e-05
PJPBKL_77090	1988	673	6.561477082016776e-05
PJPBKL_32330	2075	672	6.277028551919055e-05
PJPBKL_39030	1229	672	0.00010597912323215656
PJPBKL_29210	1142	671	6.941608818983906e-05
PJPBKL_56575	1337	671	0.00011843868622843628
PJPBKL_61945	1442	671	6.15606433309833e-05
PJPBKL_71230	935	671	0.00011712234766609534
CAAFCJ_05280	1505	670	0.0003215769964240667
PJPBKL_25445	1295	670	9.743481216269142e-05
PJPBKL_68000	1940	670	8.022629708917317e-05
PJPBKL_51495	905	669	6.382203047025697e-05
PJPBKL_53955	1037	669	0.00019699934699560562
PJPBKL_65905	1946	669	6.663251625786286e-05
PJPBKL_64740	893	668	6.61989822427707e-05
PJPBKL_09195	803	667	0.00012020339378605447
PJPBKL_11130	785	667	0.00010962667585841345
PJPBKL_30025	1025	667	6.675038456107593e-05
PJPBKL_33725	1112	667	9.203056057139803e-05
PJPBKL_15170	2030	666	0.0002939791860270749
PJPBKL_29060	1670	666	6.743146471770579e-05
PJPBKL_33880	494	666	8.945627915681347e-05
PJPBKL_73735	1616	666	8.995448863231553e-05
PJPBKL_04290	1445	665	0.0001310477741142662
PJPBKL_22770	1091	665	7.603647070401926e-05
PJPBKL_10760	836	664	0.00017504253985728153
PJPBKL_33865	863	664	6.850022148643596e-05
PJPBKL_49570	1862	664	6.911802736140474e-05
CAAFCJ_06905	1397	663	8.047009602032612e-05
PJPBKL_04810	1841	663	7.664441661597706e-05
PJPBKL_20290	1664	663	8.223454828738321e-05
PJPBKL_24590	677	663	5.1246864007362126e-05
PJPBKL_71150	1202	663	6.836980181813032e-05
PJPBKL_13285	701	662	7.410025596346604e-05
PJPBKL_18225	1952	662	8.737874261901862e-05
PJPBKL_63470	1241	662	0.00017570481905296762
PJPBKL_65945	932	662	7.673851414793173e-05
PJPBKL_28650	1976	661	0.0001339882426844377
PJPBKL_33845	665	661	0.0001448563958977874
PJPBKL_40745	1967	661	0.0002890085127919116
PJPBKL_52605	629	661	5.3000593586283764e-05
PJPBKL_65110	1481	661	6.491268152184709e-05
PJPBKL_69770	1013	661	8.11258655334577e-05
PJPBKL_04815	1505	660	0.00013664124677850812
PJPBKL_33010	1103	660	9.40115475272949e-05
PJPBKL_41205	911	660	5.808275424945682e-05
PJPBKL_22950	785	659	6.394889425074117e-05
PJPBKL_44300	1013	659	6.945445563359703e-05
PJPBKL_06130	1802	658	8.06695081186581e-05
PJPBKL_72380	1388	658	7.079807107619568e-05
PJPBKL_23805	890	657	7.099545151059465e-05
PJPBKL_28835	1280	657	6.829194852817674e-05
PJPBKL_43560	1634	657	6.535856054674163e-05
PJPBKL_61555	1814	657	7.019901509356339e-05
PJPBKL_07505	1511	656	0.00011211143213983174
PJPBKL_52475	1082	656	6.412962464507238e-05
PJPBKL_54665	1661	656	7.654858003705653e-05
PJPBKL_08140	1025	655	0.0001145913117394108
PJPBKL_11015	1145	655	6.771072075916012e-05
PJPBKL_23165	1274	655	9.96494266117565e-05
PJPBKL_27920	872	655	6.823776951736288e-05
PJPBKL_42815	608	655	7.746501805273402e-05
PJPBKL_66645	1688	655	0.00011895706631950668
PJPBKL_45935	644	654	5.1164176225817223e-05
PJPBKL_21170	1202	653	8.046351676237507e-05
PJPBKL_21340	1895	652	0.00019975421913037266
PJPBKL_36525	1997	652	6.328087315416048e-05
PJPBKL_10865	1295	651	7.124265835551631e-05
PJPBKL_22440	845	651	6.697752183022957e-05
PJPBKL_58945	881	651	0.00019844198437245453
PJPBKL_55565	1331	650	0.00020066613884487308
PJPBKL_70635	1286	650	8.078426038940854e-05
PJPBKL_27595	1517	649	8.292052595539829e-05
PJPBKL_35030	1163	649	8.382840490203544e-05
PJPBKL_23580	1517	648	7.00160989577169e-05
PJPBKL_34555	1121	648	0.00011861003531377677
PJPBKL_56120	1010	648	0.00013663487126657845
PJPBKL_71260	818	648	7.179467880983869e-05
PJPBKL_01365	1394	647	0.0001632331100539559
PJPBKL_46930	1328	647	0.00010493823309221077
PJPBKL_54895	2015	647	6.223463721984765e-05
PJPBKL_09110	899	646	6.360119217025949e-05
PJPBKL_12865	1475	646	0.0001257543015807815
PJPBKL_28465	1235	646	7.438995845671857e-05
PJPBKL_47385	1409	646	5.8738089141172416e-05
PJPBKL_48920	1355	646	8.210611993458082e-05
PJPBKL_74215	1709	646	7.326446580445871e-05
PJPBKL_13700	1757	645	6.685036683716339e-05
PJPBKL_43415	854	644	7.920826278970779e-05
PJPBKL_60195	821	644	6.515816679144269e-05
PJPBKL_70390	845	644	8.395127736254802e-05
PJPBKL_13370	1010	643	6.716601817879559e-05
PJPBKL_56165	1013	643	0.0001467536293966086
PJPBKL_11565	1541	642	0.0001471587720068281
PJPBKL_16090	1349	642	8.074716771925861e-05
PJPBKL_28020	1541	642	7.936511550111842e-05
CAAFCJ_50355	1103	641	9.032137463370015e-05
PJPBKL_11680	1733	641	8.332218346160208e-05
PJPBKL_22960	1703	641	6.088945209783105e-05
PJPBKL_26635	1598	641	7.774709785291266e-05
PJPBKL_73600	1796	641	5.525436099366652e-05
PJPBKL_21050	1700	640	8.186126565193107e-05
PJPBKL_24005	1283	640	6.405339188261312e-05
PJPBKL_37030	917	639	0.00010758491442759627
PJPBKL_53300	668	639	9.575035867832579e-05
PJPBKL_44120	1166	638	7.064693286755209e-05
PJPBKL_60305	1460	638	8.469753188659941e-05
PJPBKL_68575	1349	638	0.00010229890287564435
PJPBKL_72385	1202	638	0.00010529594478122427
PJPBKL_29545	1727	637	7.149077858498092e-05
PJPBKL_60455	1325	637	6.129161667511484e-05
PJPBKL_76235	878	637	9.956001607752417e-05
PJPBKL_00470	902	636	9.132408395073807e-05
PJPBKL_27350	1601	636	0.00018377370527592724
PJPBKL_29985	1154	636	6.75185607847353e-05
PJPBKL_40375	956	636	7.29873407346386e-05
PJPBKL_53520	1025	636	0.0002288044343311668
PJPBKL_72425	1310	636	0.00011436973908992602
PJPBKL_77100	1751	636	0.0006575113151046199
PJPBKL_20610	1346	635	0.00017179017254123575
PJPBKL_26995	1568	635	0.00010408040302407316
PJPBKL_31300	1376	635	6.648543228030614e-05
PJPBKL_36420	1067	635	0.00014241461998847906
PJPBKL_50215	1247	635	6.248309474385288e-05
PJPBKL_60020	1652	635	6.229990869849509e-05
PJPBKL_76640	1973	635	0.00010069310016595197
PJPBKL_10160	1502	634	0.00010129841642202413
PJPBKL_22625	863	633	8.803962892682917e-05
PJPBKL_72790	1076	633	9.27679350921416e-05
PJPBKL_05805	1760	632	7.532625324454406e-05
PJPBKL_15190	842	632	0.00014064751095458616
PJPBKL_42270	1763	632	6.948126201100203e-05
PJPBKL_59665	1067	632	0.00011534857613862781
PJPBKL_13935	1541	631	8.074865951143902e-05
PJPBKL_22785	1151	631	0.0001604798497645181
PJPBKL_47480	1823	631	6.70881201246426e-05
PJPBKL_64490	1115	631	7.405214857555053e-05
PJPBKL_65045	1196	631	6.044781182154244e-05
PJPBKL_70405	1280	631	6.162931940347657e-05
PJPBKL_36220	695	630	7.278780699737845e-05
PJPBKL_38935	794	630	7.29883621080046e-05
PJPBKL_42450	935	630	9.349058194231682e-05
APJOLJ_77085	1190	629	0.00012443694181869347
PJPBKL_02715	1871	629	7.251488868047413e-05
PJPBKL_03745	1409	629	7.056824292604554e-05
PJPBKL_09150	1691	629	7.209580077520833e-05
PJPBKL_16635	890	629	8.057765968993873e-05
PJPBKL_18290	974	629	8.258326934479956e-05
PJPBKL_31415	1286	629	0.00011183194255399465
PJPBKL_36800	1859	629	6.558041910213947e-05
PJPBKL_37995	1775	629	6.868394316105763e-05
PJPBKL_39415	962	629	7.152472770420896e-05
PJPBKL_47100	1064	629	7.231889986345775e-05
PJPBKL_68900	1916	629	6.362943586162698e-05
CAAFCJ_77080	1631	628	6.559761488139111e-05
PJPBKL_02600	833	628	7.003649866758926e-05
PJPBKL_06450	1619	628	0.000153597002270588
PJPBKL_13490	1556	628	0.00013191351704711343
PJPBKL_38695	1688	628	6.659758539122962e-05
PJPBKL_53885	878	628	7.064125309270008e-05
PJPBKL_61890	1541	628	0.00014954852984283646
PJPBKL_08225	926	627	7.15843443360678e-05
PJPBKL_46200	953	627	8.664023679091168e-05
PJPBKL_59220	947	627	6.876892420925049e-05
PJPBKL_01730	452	626	5.231477092282675e-05
PJPBKL_14875	1532	626	7.919878152503785e-05
PJPBKL_51120	1010	626	5.9106095997340115e-05
PJPBKL_24845	1733	625	6.229591434645953e-05
PJPBKL_43400	731	625	6.575627998211734e-05
PJPBKL_56525	815	625	0.0001479230006670744
PJPBKL_56645	1034	625	6.616938508230449e-05
PJPBKL_26130	1643	624	0.00015666191959456559
PJPBKL_56755	1895	624	0.00014984123452431948
APJOLJ_65935	1544	623	9.81662925203115e-05
PJPBKL_29925	1250	623	7.008601284339145e-05
APJOLJ_61795	1475	622	6.2285829623083e-05
PJPBKL_03315	815	622	0.00010083497151581919
PJPBKL_28720	1199	622	8.308963821598938e-05
PJPBKL_32225	1457	622	0.0001487254130937002
PJPBKL_50460	1835	622	0.00012801754172522733
PJPBKL_55085	1730	622	6.968626910038475e-05
APJOLJ_63985	1481	621	6.216436234451082e-05
PJPBKL_17470	1250	621	7.334222140469947e-05
PJPBKL_38775	1193	621	6.791078806064883e-05
PJPBKL_06240	980	620	0.0002468263049387996
PJPBKL_19065	1790	620	0.00018212765363527777
PJPBKL_61130	1124	620	0.00010122195525587834
PJPBKL_75510	1457	620	6.997277932673193e-05
PJPBKL_02670	1349	619	0.0001260058115476687
PJPBKL_26930	1625	619	8.575875295166518e-05
PJPBKL_35585	1322	619	6.421634562769741e-05
PJPBKL_40540	776	619	7.268322681491094e-05
PJPBKL_57620	1289	619	7.924294912119589e-05
PJPBKL_63495	1229	619	7.79072721379246e-05
PJPBKL_02215	1817	618	0.00011584514301374908
PJPBKL_47900	1784	618	6.714235302184598e-05
PJPBKL_49525	1802	618	9.368418876180159e-05
PJPBKL_65510	1319	618	7.964479946157539e-05
PJPBKL_11110	1397	617	8.560353318024347e-05
PJPBKL_19845	1637	617	0.0001676553845162515
PJPBKL_59610	1811	617	6.603431024450588e-05
PJPBKL_59835	1457	617	9.311966830553678e-05
PJPBKL_11615	593	616	9.021054795240211e-05
PJPBKL_34060	1112	616	6.937152103677351e-05
PJPBKL_48200	1334	616	9.836390715381251e-05
PJPBKL_50625	1742	616	6.85386417420362e-05
PJPBKL_61465	1685	616	7.085715959325047e-05
PJPBKL_65290	1028	616	7.93764941350908e-05
PJPBKL_70350	938	616	0.00015373509808185853
PJPBKL_21690	1814	615	9.88342297740428e-05
PJPBKL_43905	1055	615	7.605903545370776e-05
APJOLJ_40310	1436	613	6.735177378020531e-05
PJPBKL_01425	908	613	6.382462501514941e-05
PJPBKL_12715	950	613	0.0001426121418768358
PJPBKL_24960	908	613	0.00013085115429527285
PJPBKL_37705	1247	613	7.336323561964815e-05
PJPBKL_45345	902	613	9.067944335814462e-05
PJPBKL_67245	1727	613	6.879724846560958e-05
PJPBKL_50615	1742	612	0.000310315376328797
PJPBKL_11305	842	611	0.0001454815497926325
PJPBKL_15415	1742	611	8.333675757270309e-05
PJPBKL_26680	1781	611	6.649365762142704e-05
PJPBKL_28605	581	611	7.005612223123946e-05
PJPBKL_29255	1757	611	7.115261816826797e-05
PJPBKL_45985	1418	611	8.13286694026742e-05
PJPBKL_47360	1907	611	6.210026440679684e-05
PJPBKL_75305	1289	611	0.00010525628915528867
PJPBKL_05205	1544	610	9.904501892394601e-05
PJPBKL_08090	1190	610	0.00023893847336128708
PJPBKL_16930	1157	610	7.58870682734766e-05
PJPBKL_35775	983	610	7.157412365903743e-05
PJPBKL_44505	1616	610	7.987958590549618e-05
PJPBKL_51840	1565	610	7.554720912817154e-05
PJPBKL_13345	1286	609	0.00016156852077881708
PJPBKL_16740	1982	609	0.0001313334323746053
PJPBKL_34445	863	609	7.546253908013928e-05
PJPBKL_36740	1004	609	7.297280142373528e-05
PJPBKL_37130	932	609	7.174739127652153e-05
PJPBKL_42820	1136	609	0.00010220012408951094
PJPBKL_50910	569	609	6.642403856547221e-05
PJPBKL_70990	767	609	6.014292214497629e-05
PJPBKL_75150	1508	609	7.596071980125972e-05
APJOLJ_50025	1067	608	9.682014343604506e-05
PJPBKL_08395	872	608	6.97936795715047e-05
PJPBKL_25680	863	608	8.826421981694863e-05
PJPBKL_15260	1016	607	0.0001615818716856419
PJPBKL_26295	1145	607	0.0001108763052431247
PJPBKL_33535	1721	607	6.836136924524647e-05
PJPBKL_37295	1253	607	6.54323063425535e-05
PJPBKL_52630	1712	607	0.00011536481016260786
PJPBKL_67670	1760	607	9.074390741740396e-05
PJPBKL_69070	1628	607	6.571849500709392e-05
PJPBKL_06625	1757	606	6.740193752063834e-05
PJPBKL_07745	1151	606	0.0001062568575041038
PJPBKL_08510	1592	606	6.78133288708633e-05
PJPBKL_12940	1025	606	9.076539543715709e-05
PJPBKL_15900	719	606	0.00011834190661750913
PJPBKL_34580	1370	606	8.5734375571457e-05
PJPBKL_37875	440	606	6.475414752601157e-05
PJPBKL_43640	1550	606	6.777515515472126e-05
PJPBKL_54335	1808	606	7.622090599616767e-05
PJPBKL_10665	1733	605	7.99669277517389e-05
PJPBKL_10690	1769	605	6.58490587009783e-05
PJPBKL_36700	1280	605	6.041793228989472e-05
PJPBKL_03505	917	604	0.00012766461358402386
PJPBKL_06245	329	604	7.246230515285955e-05
PJPBKL_14185	992	604	6.799398637523927e-05
PJPBKL_15725	1106	604	9.095260932354136e-05
PJPBKL_31675	1169	604	8.538776574777106e-05
PJPBKL_32275	1283	604	7.009616470172757e-05
PJPBKL_34720	1640	604	7.114683340256323e-05
APJOLJ_39355	401	603	6.863520005132072e-05
PJPBKL_61280	1307	603	0.0001238265634082135
PJPBKL_69220	1790	603	6.529308866948424e-05
PJPBKL_18840	1184	602	8.152307872483255e-05
PJPBKL_45240	1028	602	0.00016572906970248175
PJPBKL_49550	1640	602	0.00023388635100277848
PJPBKL_59080	980	602	0.0001226220425176729
PJPBKL_61915	704	602	0.00026017291416701073
PJPBKL_00125	1736	601	6.71007977200637e-05
PJPBKL_00345	863	601	7.950517510228961e-05
PJPBKL_05670	1769	601	6.628732198684171e-05
PJPBKL_08075	1010	601	9.364861963214928e-05
PJPBKL_09820	1733	601	0.00010982870356952112
PJPBKL_16970	1715	601	8.634400044562403e-05
PJPBKL_45755	1610	601	9.72721279775537e-05
PJPBKL_57275	1004	601	7.586854751197875e-05
PJPBKL_00580	944	600	0.00012319190985578125
PJPBKL_07510	1187	600	0.00013961057888626534
PJPBKL_14995	1031	600	8.835723660655195e-05
PJPBKL_55785	1691	600	6.544785730150073e-05
PJPBKL_09175	1136	599	9.04274887603352e-05
PJPBKL_18805	1154	599	0.00010060601470163293
PJPBKL_24325	1739	599	0.0002543425318637175
PJPBKL_27230	1730	599	0.00012099866660516966
PJPBKL_37540	368	599	7.215653676552753e-05
PJPBKL_59100	1004	599	7.316585116295152e-05
PJPBKL_63795	1469	599	0.00018234303509545162
PJPBKL_68945	1643	599	7.066301945568131e-05
PJPBKL_04770	1655	598	0.00017332717129678663
PJPBKL_19210	1397	598	0.00013083327680546127
PJPBKL_21880	1361	598	8.516202720610677e-05
PJPBKL_25820	1733	598	0.000114637903420325
PJPBKL_54635	680	598	0.00023116116449761872
PJPBKL_73220	1217	598	6.35455655966025e-05
PJPBKL_01025	743	597	0.00010095436079809971
PJPBKL_43325	1694	597	8.558371295954882e-05
PJPBKL_53235	635	597	8.943279981845209e-05
PJPBKL_55350	1232	597	7.551504084666073e-05
PJPBKL_56215	902	597	7.757175130874457e-05
PJPBKL_18165	1496	596	6.711214169362544e-05
PJPBKL_27675	1751	596	7.040020141524213e-05
PJPBKL_27900	1628	596	6.738526843118688e-05
PJPBKL_38910	1430	596	0.000105721057185325
PJPBKL_53175	1754	596	0.000249736362754388
PJPBKL_75220	1121	596	8.091763342106053e-05
PJPBKL_11155	1418	595	0.00017154198336194308
PJPBKL_14020	1286	595	6.480826859598072e-05
PJPBKL_41680	602	595	7.694924123483373e-05
PJPBKL_00630	1028	594	0.00014612062459547594
PJPBKL_60690	1847	594	9.098192766436064e-05
PJPBKL_74230	1706	594	0.00014883161723725413
PJPBKL_29780	1214	593	6.881157772043188e-05
PJPBKL_30080	1166	593	8.610614405974584e-05
PJPBKL_34590	1478	593	0.00010805769760123882
PJPBKL_67665	1538	593	7.473108539443813e-05
PJPBKL_01165	1208	592	6.722797358818473e-05
PJPBKL_11880	1613	592	6.729093947733023e-05
PJPBKL_13745	1394	592	0.00014112572973148658
PJPBKL_23955	1736	592	6.609596048299122e-05
PJPBKL_32905	590	592	5.781806969231334e-05
PJPBKL_39170	1205	592	7.495520596569516e-05
PJPBKL_54250	1868	592	7.636667371274012e-05
PJPBKL_69110	1748	592	6.564221247052217e-05
PJPBKL_12060	941	591	8.074197636966373e-05
PJPBKL_12385	1841	591	7.243318493378052e-05
PJPBKL_15615	1388	591	8.252792900597957e-05
PJPBKL_17185	1187	591	8.343977287822407e-05
PJPBKL_18725	1739	591	0.00014623023742559043
PJPBKL_18990	911	591	0.00010829348686070888
PJPBKL_48395	1760	591	7.962117119269789e-05
PJPBKL_49710	1544	591	9.188967535149363e-05
PJPBKL_50570	1508	591	0.00015179291046579985
PJPBKL_06060	1583	590	9.831902485975739e-05
PJPBKL_29705	1118	590	0.00012672972880548575
PJPBKL_61805	1595	590	6.53769296157527e-05
PJPBKL_00600	251	589	5.637052385113943e-05
PJPBKL_26415	1268	589	0.00010929233895407219
PJPBKL_28670	1940	589	6.693850442060526e-05
PJPBKL_28840	2093	589	7.649160101814485e-05
PJPBKL_29830	1250	589	7.055118549500688e-05
PJPBKL_30390	1658	589	6.88547174812747e-05
PJPBKL_74165	1724	589	6.621874801853449e-05
PJPBKL_12255	1760	588	6.508452582971571e-05
PJPBKL_01675	1418	587	6.20558250568304e-05
PJPBKL_06215	1124	587	8.690948117370134e-05
PJPBKL_16325	572	587	6.268716531822156e-05
PJPBKL_20850	1187	587	6.531489070702472e-05
PJPBKL_23575	1514	587	0.00013454878270800774
PJPBKL_36660	1586	587	8.273483741688896e-05
PJPBKL_52770	1697	587	0.00014139750115397328
PJPBKL_59260	683	587	5.9593860931698575e-05
PJPBKL_76000	1214	587	6.13077629806168e-05
PJPBKL_17625	1262	586	8.999972723409997e-05
PJPBKL_18365	953	586	9.172475772934546e-05
PJPBKL_43180	1658	586	6.85040143362088e-05
PJPBKL_71925	905	586	7.153207441968399e-05
PJPBKL_04090	1529	585	7.415685665877114e-05
PJPBKL_04185	965	585	6.728533604972757e-05
PJPBKL_12090	1760	585	6.684654344947112e-05
PJPBKL_21435	1025	585	7.696149154775611e-05
PJPBKL_48970	1514	585	7.130701424201742e-05
APJOLJ_05410	1166	584	6.848596786219167e-05
PJPBKL_02645	1334	584	6.741632632107682e-05
PJPBKL_14200	1220	584	9.278033761728522e-05
PJPBKL_35810	1883	584	6.011259261449175e-05
PJPBKL_40665	953	584	0.0001191811707968879
PJPBKL_53765	1658	584	0.00010415883408457684
PJPBKL_64015	1256	584	8.87321771094985e-05
PJPBKL_69415	932	584	8.256149083124362e-05
PJPBKL_71445	386	584	0.00011197485029171083
PJPBKL_71970	947	584	8.125375866390607e-05
PJPBKL_76055	605	584	5.830676487190652e-05
PJPBKL_01855	1376	583	6.733058608047951e-05
PJPBKL_04555	1595	583	0.00011313368303395125
PJPBKL_09135	878	583	7.262803833593227e-05
PJPBKL_19515	863	583	0.0002214466176577897
PJPBKL_20960	1694	583	6.670495274788364e-05
PJPBKL_53025	1301	583	6.555084765269959e-05
PJPBKL_56410	1703	583	6.510049831768105e-05
PJPBKL_58650	938	583	6.798232159802616e-05
PJPBKL_58875	1292	583	6.780767496458151e-05
PJPBKL_62105	1508	583	0.00013020001549691386
PJPBKL_59060	1169	582	8.323234641821567e-05
PJPBKL_64275	1613	582	0.0002894712021444438
PJPBKL_73460	1772	582	6.365934989658115e-05
PJPBKL_30845	1649	581	9.638204323950188e-05
PJPBKL_58640	896	581	5.7757207022563164e-05
PJPBKL_63680	1670	581	0.0001287116942718343
PJPBKL_75560	1835	581	6.136814500194479e-05
PJPBKL_09130	1397	580	8.296744382785348e-05
PJPBKL_34100	1601	580	7.021656723322647e-05
PJPBKL_34640	950	580	0.00012506615589485026
PJPBKL_63950	1688	580	7.520934212285414e-05
PJPBKL_67680	1610	580	8.631697495037871e-05
PJPBKL_12860	1199	579	0.00012414949834606973
PJPBKL_21900	1448	579	7.750200428330283e-05
PJPBKL_31305	1490	579	0.00017951293602608878
PJPBKL_38500	1208	579	6.032868274261923e-05
PJPBKL_52985	1049	579	7.649407283475852e-05
PJPBKL_75495	866	579	5.64008411312011e-05
PJPBKL_32105	1409	578	7.950963822856593e-05
PJPBKL_52950	818	578	6.397545636520279e-05
PJPBKL_62250	1601	578	6.743211715328818e-05
PJPBKL_22545	983	577	6.664477629959959e-05
PJPBKL_29130	1547	577	7.229169898246691e-05
PJPBKL_31460	1478	577	7.566661591737232e-05
PJPBKL_36885	698	577	8.108310307527792e-05
PJPBKL_37460	1025	577	0.00011062032568903518
PJPBKL_50040	1115	577	0.00014758280314704786
PJPBKL_61025	1436	577	6.937637619844796e-05
PJPBKL_02945	890	576	0.0001430797903142966
PJPBKL_33220	1046	576	7.486048090050739e-05
PJPBKL_64510	866	576	8.997277037596366e-05
PJPBKL_66935	1307	576	7.59271861856351e-05
PJPBKL_20055	1256	575	7.515229609100134e-05
PJPBKL_70325	1361	575	0.00011748941880441152
PJPBKL_04635	1301	574	4.484273896241495e-05
PJPBKL_09370	1592	574	9.289330328270862e-05
PJPBKL_10995	1355	574	5.850418650390864e-05
PJPBKL_23380	1355	574	6.122198489895573e-05
PJPBKL_73660	1475	574	0.00010302128781539466
PJPBKL_11875	812	573	6.731254503055793e-05
PJPBKL_64860	1256	573	7.623251389929089e-05
